Indice;Fecha_larga;Fecha_AAAAMMDD;B1;B2;B3;B4;B5;B6;C;R;Recaudación;Bote;ACE;PCE;AC1;PC1;AC2;PC2;AC3;PC3;AC4;PC4;AC5;PC5;ACR;PCR
605; Resultado del  sábado 15 de noviembre de 2014;20141115; 02; 11; 30; 42; 48; 49;25;2;13.547.147,00;0;0;0,00;2;880.467,23;6;44.023,36;192;2.980,75;10.619;87,06;211.735;8,00;1.358.000;1,00
606; Resultado del  jueves 13 de noviembre de 2014;20141113; 02; 03; 31; 32; 34; 39;42;9;14.325.515,00;0;0;0,00;1;1.956.330,30;1;293.449,55;154;4.128,62;9.241;111,14;194.457;8,00;1.439.397;1,00
607; Resultado del  sábado 8 de noviembre de 2014;20141108; 04; 17; 32; 33; 35; 37;29;2;13.477.736,00;0;0;0,00;1;1.715.813,28;2;128.686,00;213;2.618,02;12.407;72,60;221.931;8,00;1.348.531;1,00
608; Resultado del  jueves 6 de noviembre de 2014;20141106; 03; 05; 18; 22; 25; 30;33;4;14.259.956,00;0;0;0,00;2;737.778,44;9;24.592,61;552;868,76;22.623;34,24;341.011;8,00;1.423.240;1,00
609; Resultado del  sábado 1 de noviembre de 2014;20141101; 20; 26; 33; 38; 40; 48;14;3;None;24.000.000;0;0,00;0;0,00;9;29.349,51;145;3.947,00;8.894;103,95;180.975;8,00;1.301.298;1,00
610; Resultado del  jueves 30 de octubre de 2014;20141030; 10; 22; 28; 34; 39; 41;11;1;14.361.149,00;0;0;0,00;1;1.908.846,82;5;57.265,40;234;2.651,18;11.429;87,68;211.300;8,00;1.441.611;1,00
611; Resultado del  sábado 25 de octubre de 2014;20141025; 08; 15; 23; 35; 36; 37;44;6;13.163.807,00;0;0;0,00;0;0,00;8;28.925,41;254;1.973,91;14.658;55,25;258.374;8,00;1.314.788;1,00
612; Resultado del  jueves 23 de octubre de 2014;20141023; 04; 15; 22; 30; 32; 41;19;6;13.670.267,00;0;0;0,00;1;1.716.116,86;4;64.354,38;257;2.170,19;11.753;76,66;232.666;8,00;1.369.417;1,00
613; Resultado del  sábado 18 de octubre de 2014;20141018; 25; 26; 28; 30; 31; 40;11;1;12.995.887,00;0;0;0,00;2;864.969,03;3;86.496,90;156;3.604,04;9.431;96,30;190.413;8,00;1.297.530;1,00
614; Resultado del  jueves 16 de octubre de 2014;20141016; 15; 24; 29; 31; 36; 41;45;8;13.501.384,00;0;0;0,00;0;0,00;6;43.319,35;165;3.413,04;10.927;83,25;217.961;8,00;1.351.704;1,00
615; Resultado del  sábado 11 de octubre de 2014;20141011; 05; 08; 30; 34; 39; 41;01;0;13.123.505,00;0;0;0,00;0;0,00;3;88.300,67;147;3.904,45;8.931;103,81;186.318;8,00;1.311.343;1,00
616; Resultado del  jueves 9 de octubre de 2014;20141009; 04; 07; 14; 38; 39; 42;36;0;13.451.436,00;0;0;0,00;3;557.577,89;5;50.182,01;228;2.384,38;11.680;75,19;233.914;8,00;1.340.679;1,00
617; Resultado del  sábado 4 de octubre de 2014;20141004; 10; 11; 24; 28; 30; 39;06;0;13.189.504,00;0;0;0,00;1;1.674.136,32;6;41.853,41;155;3.510,29;11.028;79,70;218.742;8,00;1.320.081;1,00
618; Resultado del  jueves 2 de octubre de 2014;20141002; 17; 24; 29; 31; 33; 43;27;7;13.704.165,00;0;0;0,00;1;1.756.637,70;2;131.747,83;173;3.300,04;11.575;79,67;221.910;8,00;1.370.922;1,00
619; Resultado del  sábado 27 de septiembre de 2014;20140927; 01; 10; 13; 14; 18; 24;04;0;12.966.548,00;0;0;0,00;0;0,00;6;37.097,71;323;1.493,10;15.429;50,49;265.647;8,00;1.293.568;1,00
620; Resultado del  jueves 25 de septiembre de 2014;20140925; 08; 12; 18; 37; 47; 49;06;8;13.501.672,00;0;0;0,00;2;844.720,08;5;50.683,20;183;3.000,37;11.427;77,62;231.519;8,00;1.351.728;1,00
621; Resultado del  sábado 20 de septiembre de 2014;20140920; 08; 14; 24; 28; 33; 49;25;8;12.749.320,00;0;0;0,00;0;0,00;6;38.585,70;228;2.200,06;12.635;64,13;234.828;8,00;1.276.028;1,00
622; Resultado del  jueves 18 de septiembre de 2014;20140918; 05; 17; 24; 26; 30; 44;07;3;13.300.269,00;0;0;0,00;1;1.597.811,62;10;23.967,17;241;2.154,73;13.781;60,87;248.824;8,00;1.327.783;1,00
623; Resultado del  sábado 13 de septiembre de 2014;20140913; 03; 12; 13; 18; 38; 44;34;2;None;2.800.000;0;0,00;0;0,00;3;75.714,04;200;2.460,71;11.698;67,96;235.749;8,00;1.261.577;1,00
624; Resultado del  jueves 11 de septiembre de 2014;20140911; 02; 05; 07; 09; 20; 24;46;7;12.806.116,00;0;0;0,00;4;316.744,02;5;38.009,28;623;660,94;23.785;27,97;324.414;8,00;1.285.466;1,00
625; Resultado del  sábado 6 de septiembre de 2014;20140906; 02; 12; 22; 31; 33; 44;36;9;13.220.439,00;0;1;16.102.766,00;3;541.479,14;4;60.916,40;305;1.730,96;13.477;63,28;236.013;8,00;1.325.401;1,00
626; Resultado del  jueves 4 de septiembre de 2014;20140904; 17; 23; 29; 30; 31; 37;41;2;13.785.179,00;0;0;0,00;0;0,00;2;131.424,08;241;2.363,09;12.511;73,53;227.816;8,00;1.377.113;1,00
627; Resultado del  sábado 30 de agosto de 2014;20140830; 09; 12; 19; 24; 32; 40;04;3;12.854.040,00;0;0;0,00;2;782.162,80;5;46.929,77;240;2.118,36;12.597;65,20;234.188;8,00;1.286.410;1,00
628; Resultado del  jueves 28 de agosto de 2014;20140828; 23; 27; 30; 37; 39; 46;06;8;None;13.200.000;0;0,00;1;1.801.568,36;3;90.078,42;156;3.753,27;9.019;104,87;188.564;8,00;1.337.936;1,00
629; Resultado del  sábado 23 de agosto de 2014;20140823; 03; 18; 27; 28; 32; 45;23;0;12.465.047,00;0;0;0,00;0;0,00;0;0,00;258;2.792,70;13.221;60,23;227.135;8,00;1.242.767;1,00
630; Resultado del  jueves 21 de agosto de 2014;20140821; 02; 06; 08; 21; 26; 43;18;5;13.045.105,00;0;0;0,00;0;0,00;9;25.758,73;269;1.867,27;14.493;55,99;250.811;8,00;1.306.467;1,00
631; Resultado del  sábado 16 de agosto de 2014;20140816; 07; 19; 38; 41; 43; 46;25;3;11.799.662,00;0;0;0,00;1;1.544.425,56;11;21.060,35;159;3.156,84;9.588;84,57;181.098;8,00;1.178.179;1,00
632; Resultado del  jueves 14 de agosto de 2014;20140814; 16; 19; 25; 26; 33; 46;49;7;13.125.083,00;0;0;0,00;1;1.654.886,14;4;62.058,23;170;3.163,75;11.197;77,59;221.134;8,00;1.308.009;1,00
633; Resultado del  sábado 9 de agosto de 2014;20140809; 02; 04; 08; 22; 24; 39;37;1;12.421.807,00;0;0;0,00;0;0,00;7;30.961,42;277;1.695,24;14.347;52,87;247.206;8,00;1.243.898;1,00
634; Resultado del  jueves 7 de agosto de 2014;20140807; 16; 20; 28; 36; 40; 44;12;9;13.037.188,00;0;0;0,00;2;881.039,72;3;88.103,97;176;3.253,84;9.706;95,31;182.692;8,00;1.302.511;1,00
635; Resultado del  sábado 2 de agosto de 2014;20140802; 02; 32; 37; 44; 45; 49;14;6;12.758.504,00;0;0;0,00;1;1.684.482,72;2;126.336,21;154;3.554,91;9.237;95,74;191.265;8,00;1.276.714;1,00
636; Resultado del  jueves 31 de julio de 2014;20140731; 02; 18; 40; 42; 43; 46;45;8;13.057.468,00;0;0;0,00;1;1.790.565,04;3;89.528,25;114;5.104,68;8.287;113,44;174.931;8,00;1.303.467;1,00
637; Resultado del  sábado 26 de julio de 2014;20140726; 02; 06; 09; 16; 17; 45;23;9;13.234.536,00;0;1;31.817.324,75;1;1.584.674,08;5;47.540,22;226;2.278,85;13.369;62,23;249.232;8,00;1.323.452;1,00
638; Resultado del  jueves 24 de julio de 2014;20140724; 10; 21; 26; 33; 34; 47;36;4;14.147.231,00;0;0;0,00;0;0,00;7;38.734,68;206;2.851,83;12.419;76,42;230.901;8,00;1.418.311;1,00
639; Resultado del  sábado 19 de julio de 2014;20140719; 03; 12; 21; 37; 42; 47;38;3;13.455.653,00;0;0;0,00;1;1.659.953,54;3;82.997,68;236;2.285,95;12.994;67,07;238.145;8,00;1.343.338;1,00
640; Resultado del  jueves 17 de julio de 2014;20140717; 04; 18; 23; 26; 28; 37;21;1;14.042.950,00;29.000.000;0;0,00;1;1.697.894,20;5;50.936,83;269;2.051,36;14.986;59,48;259.324;8,00;1.401.428;1,00
641; Resultado del  sábado 12 de julio de 2014;20140712; 09; 11; 12; 20; 27; 43;34;6;13.435.249,00;0;0;0,00;3;544.168,27;9;27.208,41;230;2.306,80;13.377;64,07;245.575;8,00;1.344.207;1,00
642; Resultado del  jueves 10 de julio de 2014;20140710; 11; 17; 18; 29; 38; 40;24;1;14.159.243,00;0;0;0,00;0;0,00;3;93.925,19;187;3.264,78;10.130;97,36;209.425;8,00;1.417.761;1,00
643; Resultado del  sábado 5 de julio de 2014;20140705; 03; 06; 14; 41; 43; 45;10;1;13.578.048,00;24.000.000;0;0,00;1;1.704.218,24;4;63.908,19;226;2.450,76;11.963;74,79;231.197;8,00;1.357.292;1,00
644; Resultado del  jueves 3 de julio de 2014;20140703; 01; 06; 07; 15; 35; 39;44;0;14.332.701,00;0;0;0,00;0;0,00;3;84.263,59;203;2.698,10;13.617;64,98;279.567;8,00;1.431.752;1,00
645; Resultado del  sábado 28 de junio de 2014;20140628; 15; 18; 30; 39; 45; 46;41;9;13.306.938,00;0;0;0,00;0;0,00;1;261.879,01;164;3.459,78;10.278;89,18;202.934;8,00;1.338.905;1,00
646; Resultado del  jueves 26 de junio de 2014;20140626; 05; 14; 17; 41; 42; 49;02;4;13.837.196,00;0;0;0,00;0;0,00;5;52.976,47;152;3.775,74;11.195;82,81;226.504;8,00;1.382.974;1,00
647; Resultado del  sábado 21 de junio de 2014;20140621; 03; 06; 35; 36; 39; 49;24;8;13.057.325,00;0;0;0,00;0;0,00;9;27.861,95;158;3.438,66;10.800;81,26;212.063;8,00;1.308.967;1,00
648; Resultado del  jueves 19 de junio de 2014;20140619; 02; 08; 09; 12; 44; 47;36;9;13.526.846,00;0;0;0,00;1;1.642.809,88;4;61.605,37;196;2.724,05;12.632;68,28;247.507;8,00;1.352.316;1,00
649; Resultado del  sábado 14 de junio de 2014;20140614; 05; 06; 19; 40; 41; 43;26;0;13.014.001,00;0;0;0,00;2;859.684,09;2;128.952,62;173;3.230,03;9.165;98,49;194.735;8,00;1.299.717;1,00
650; Resultado del  jueves 12 de junio de 2014;20140612; 24; 30; 31; 32; 43; 47;07;9;13.684.821,00;0;0;0,00;1;1.846.877,38;1;277.031,61;130;4.617,19;9.297;104,29;192.622;8,00;1.366.141;1,00
651; Resultado del  sábado 7 de junio de 2014;20140607; 13; 17; 19; 20; 22; 29;25;1;13.279.163,00;0;0;0,00;1;1.542.578,94;13;17.798,99;358;1.400,39;15.812;51,22;264.897;8,00;1.333.796;1,00
652; Resultado del  jueves 5 de junio de 2014;20140605; 10; 15; 16; 19; 20; 48;28;7;13.862.171,00;0;0;0,00;0;0,00;8;32.847,55;194;2.934,83;11.658;78,89;232.288;8,00;1.385.331;1,00
653; Resultado del  sábado 31 de mayo de 2014;20140531; 04; 12; 14; 30; 42; 43;36;5;13.103.309,00;0;0;0,00;0;0,00;4;63.680,66;152;3.630,91;10.130;88,01;206.389;8,00;1.307.856;1,00
654; Resultado del  jueves 29 de mayo de 2014;20140529; 03; 05; 12; 34; 46; 49;27;3;13.628.111,00;0;0;0,00;0;0,00;7;35.320,13;218;2.457,29;13.343;64,85;251.496;8,00;1.363.228;1,00
655; Resultado del  sábado 24 de mayo de 2014;20140524; 21; 33; 36; 38; 45; 47;08;4;12.917.933,00;0;0;0,00;1;1.644.331,94;7;35.235,68;240;2.226,70;11.618;74,30;212.780;8,00;1.288.636;1,00
656; Resultado del  jueves 22 de mayo de 2014;20140522; 07; 13; 22; 26; 36; 49;15;7;None;37.500.000;1;36.016.491,72;4;390.119,64;20;11.703,59;470;1.079,05;21.952;37,32;346.983;8,00;1.478.394;1,00
657; Resultado del  sábado 17 de mayo de 2014;20140517; 03; 07; 33; 37; 47; 49;06;1;13.887.453,00;0;0;0,00;0;0,00;3;75.481,64;465;1.055,12;21.462;36,93;309.409;8,00;1.393.531;1,00
658; Resultado del  jueves 15 de mayo de 2014;20140515; 03; 14; 18; 23; 28; 45;37;0;14.891.227,00;0;0;0,00;2;862.252,03;8;32.334,45;288;1.946,05;16.702;54,21;298.724;8,00;1.484.314;1,00
659; Resultado del  sábado 10 de mayo de 2014;20140510; 05; 15; 17; 23; 33; 37;16;6;13.934.095,00;0;0;0,00;0;0,00;6;38.372,47;337;1.480,24;17.796;45,28;304.137;8,00;1.390.596;1,00
660; Resultado del  jueves 8 de mayo de 2014;20140508; 11; 14; 22; 26; 38; 44;42;0;14.764.965,00;0;0;0,00;6;293.485,48;12;22.011,41;601;952,24;19.180;48,20;280.244;8,00;1.475.437;1,00
661; Resultado del  sábado 3 de mayo de 2014;20140503; 04; 05; 14; 16; 45; 49;37;1;13.501.342,00;0;0;0,00;0;0,00;6;41.303,16;210;2.556,86;12.374;70,10;243.161;8,00;1.352.613;1,00
662; Resultado del  jueves 1 de mayo de 2014;20140501; 09; 23; 27; 33; 38; 44;37;9;13.325.486,00;0;0;0,00;3;554.946,76;4;62.431,51;244;2.217,51;12.253;71,33;229.296;8,00;1.333.481;1,00
663; Resultado del  sábado 26 de abril de 2014;20140426; 01; 02; 09; 18; 38; 48;06;0;13.708.115,00;0;0;0,00;0;0,00;4;64.959,90;196;2.872,38;11.491;79,14;229.749;8,00;1.368.227;1,00
664; Resultado del  jueves 24 de abril de 2014;20140424; 03; 12; 19; 26; 42; 48;22;7;14.281.240,00;0;0;0,00;1;1.731.871,20;5;51.956,14;298;1.888,79;15.269;59,55;262.110;8,00;1.430.224;1,00
665; Resultado del  sábado 19 de abril de 2014;20140419; 11; 17; 27; 29; 40; 45;44;6;12.484.514,00;0;0;0,00;1;1.601.497,32;2;120.112,30;158;3.294,22;10.622;79,16;201.786;8,00;1.248.290;1,00
666; Resultado del  jueves 17 de abril de 2014;20140417; 09; 11; 14; 23; 28; 47;15;6;13.750.014,00;0;0;0,00;0;0,00;7;34.380,36;295;1.767,58;16.041;52,51;272.058;8,00;1.373.083;1,00
667; Resultado del  sábado 12 de abril de 2014;20140412; 04; 13; 19; 22; 24; 27;01;5;13.878.954,00;0;0;0,00;1;1.458.624,52;17;12.870,22;464;1.021,67;21.182;36,15;324.871;8,00;1.387.000;1,00
668; Resultado del  jueves 10 de abril de 2014;20140410; 05; 06; 12; 17; 24; 32;18;4;14.830.839,00;0;0;0,00;1;1.559.707,82;10;23.395,62;441;1.149,44;21.960;37,29;346.826;8,00;1.480.066;1,00
669; Resultado del  sábado 5 de abril de 2014;20140405; 09; 13; 30; 36; 37; 45;16;6;14.338.066,00;19.100.000;0;0,00;2;903.139,54;1;270.941,86;190;3.089,69;11.979;79,16;242.054;8,00;1.428.759;1,00
670; Resultado del  jueves 3 de abril de 2014;20140403; 13; 15; 18; 22; 41; 48;06;8;15.027.110,00;0;0;0,00;1;1.764.627,00;7;37.813,44;305;1.880,34;16.466;56,26;293.829;8,00;1.499.592;1,00
671; Resultado del  sábado 29 de marzo de 2014;20140329; 06; 14; 30; 41; 43; 49;36;6;14.089.974,00;0;0;0,00;0;0,00;0;0,00;143;6.271,80;9.995;99,18;202.517;8,00;1.413.028;1,00
672; Resultado del  jueves 27 de marzo de 2014;20140327; 05; 11; 22; 29; 32; 37;08;4;14.761.765,00;0;0;0,00;1;1.774.656,90;7;38.028,36;267;2.160,16;15.267;61,03;275.769;8,00;1.475.166;1,00
673; Resultado del  sábado 22 de marzo de 2014;20140322; 07; 12; 18; 27; 32; 34;25;6;13.824.965,00;0;0;0,00;2;804.533,25;10;24.136,00;295;1.772,70;15.629;54,05;274.821;8,00;1.381.758;1,00
674; Resultado del  jueves 20 de marzo de 2014;20140320; 04; 07; 12; 14; 15; 49;32;6;14.470.874,00;0;0;0,00;0;0,00;5;46.332,26;343;1.463,36;18.468;43,90;331.359;8,00;1.447.641;1,00
675; Resultado del  sábado 15 de marzo de 2014;20140315; 05; 13; 14; 19; 20; 37;44;1;13.759.407,00;0;0;0,00;2;817.711,43;6;40.885,57;281;1.891,50;14.247;60,27;262.897;8,00;1.371.440;1,00
676; Resultado del  jueves 13 de marzo de 2014;20140313; 03; 12; 22; 23; 25; 43;09;1;14.447.345,00;0;0;0,00;0;0,00;7;33.646,43;375;1.360,81;18.751;43,96;321.986;8,00;1.450.334;1,00
677; Resultado del  sábado 8 de marzo de 2014;20140308; 11; 20; 23; 28; 31; 43;27;7;13.815.559,00;0;0;0,00;1;1.763.565,42;0;0,00;184;4.552,68;12.251;75,58;226.011;8,00;1.382.479;1,00
678; Resultado del  jueves 6 de marzo de 2014;20140306; 02; 12; 27; 33; 38; 41;01;5;14.587.009,00;0;0;0,00;2;931.589,21;5;55.895,35;244;2.481,69;12.764;76,63;238.276;8,00;1.456.903;1,00
679; Resultado del  sábado 1 de marzo de 2014;20140301; 02; 17; 19; 20; 21; 26;41;7;13.812.021,00;0;0;0,00;1;1.691.683,78;1;253.752,57;261;2.106,50;14.063;63,15;248.275;8,00;1.378.936;1,00
680; Resultado del  jueves 27 de febrero de 2014;20140227; 10; 29; 31; 36; 38; 46;08;8;14.394.491,00;0;0;0,00;0;0,00;1;297.695,10;110;5.863,69;8.882;117,31;189.492;8,00;1.441.850;1,00
681; Resultado del  sábado 22 de febrero de 2014;20140222; 04; 15; 25; 30; 39; 44;31;8;16.348.585,00;0;2;35.642.627,08;3;679.795,10;7;43.701,11;244;2.716,39;14.434;74,18;282.300;8,00;1.630.832;1,00
682; Resultado del  jueves 20 de febrero de 2014;20140220; 01; 04; 17; 27; 34; 49;13;6;18.645.343,00;0;0;0,00;1;2.261.086,54;10;33.916,30;357;2.058,41;18.866;62,92;342.211;8,00;1.867.274;1,00
683; Resultado del  sábado 15 de febrero de 2014;20140215; 17; 31; 35; 36; 48; 49;21;5;16.686.182,00;0;0;0,00;1;2.171.029,56;3;108.551,48;233;3.028,26;13.852;82,28;260.151;8,00;1.662.856;1,00
684; Resultado del  jueves 13 de febrero de 2014;20140213; 01; 15; 18; 34; 45; 46;20;7;19.162.329,00;0;0;0,00;2;1.210.900,81;8;45.408,78;305;2.580,61;17.166;74,07;321.068;8,00;1.914.026;1,00
685; Resultado del  sábado 8 de febrero de 2014;20140208; 04; 07; 22; 29; 30; 40;33;8;15.768.440,00;0;0;0,00;0;0,00;7;40.436,97;303;2.024,07;16.768;59,08;297.269;8,00;1.571.352;1,00
686; Resultado del  jueves 6 de febrero de 2014;20140206; 04; 23; 32; 36; 37; 46;03;7;17.484.266,00;0;0;0,00;2;1.122.875,14;9;37.429,17;256;2.851,05;15.041;78,39;281.693;8,00;1.752.242;1,00
687; Resultado del  sábado 1 de febrero de 2014;20140201; 09; 13; 27; 28; 31; 34;11;2;15.338.860,00;0;0;0,00;0;0,00;13;21.094,48;302;1.967,42;17.066;56,24;291.502;8,00;1.532.195;1,00
688; Resultado del  jueves 30 de enero de 2014;20140130; 02; 03; 18; 33; 36; 41;04;8;16.710.958,00;0;0;0,00;1;2.128.366,04;2;159.627,46;206;3.357,86;13.951;80,09;274.877;8,00;1.677.965;1,00
689; Resultado del  sábado 25 de enero de 2014;20140125; 03; 06; 07; 21; 34; 49;35;1;15.378.006,00;0;0;0,00;0;0,00;3;87.150,53;319;1.775,79;18.609;49,17;320.322;8,00;1.535.994;1,00
690; Resultado del  jueves 23 de enero de 2014;20140123; 05; 24; 34; 45; 47; 49;14;0;16.635.867,00;0;0;0,00;2;1.013.876,03;7;43.451,83;299;2.204,08;16.167;65,85;302.095;8,00;1.658.840;1,00
691; Resultado del  sábado 18 de enero de 2014;20140118; 01; 03; 24; 27; 36; 46;12;5;15.368.383,00;0;0;0,00;0;0,00;7;40.283,63;223;2.739,77;14.365;68,71;277.002;8,00;1.538.136;1,00
692; Resultado del  jueves 16 de enero de 2014;20140116; 07; 09; 12; 13; 29; 48;46;5;17.137.072,00;0;0;0,00;2;946.093,28;7;40.546,85;398;1.545,13;21.138;47,00;372.652;8,00;1.709.896;1,00
693; Resultado del  sábado 11 de enero de 2014;20140111; 09; 16; 27; 35; 43; 46;34;9;15.532.427,00;0;0;0,00;0;0,00;7;42.989,76;275;2.370,95;13.113;80,32;246.765;8,00;1.553.485;1,00
694; Resultado del  jueves 9 de enero de 2014;20140109; 13; 15; 30; 32; 41; 45;43;8;16.478.338,00;0;0;0,00;0;0,00;7;43.816,15;257;2.585,78;14.853;72,27;287.921;8,00;1.641.218;1,00
695; Resultado del  sábado 4 de enero de 2014;20140104; 11; 13; 16; 18; 43; 45;49;9;13.975.044,00;0;0;0,00;0;0,00;1;263.283,95;221;2.581,22;12.266;75,13;237.588;8,00;1.401.305;1,00
696; Resultado del  jueves 2 de enero de 2014;20140102; 21; 33; 35; 37; 41; 42;38;1;13.982.951,00;0;0;0,00;1;1.801.478,38;6;45.036,96;167;3.505,87;11.244;84,11;223.579;8,00;1.393.574;1,00
697; Resultado del  sábado 28 de diciembre de 2013;20131228; 01; 19; 33; 38; 43; 47;03;3;13.850.305,00;0;0;0,00;0;0,00;0;0,00;162;5.384,40;9.956;96,84;205.216;8,00;1.387.504;1,00
698; Resultado del  jueves 26 de diciembre de 2013;20131226; 12; 25; 31; 32; 36; 49;28;3;13.340.716,00;0;0;0,00;1;1.678.852,08;3;83.942,60;171;3.190,80;11.287;78,09;225.774;8,00;1.334.088;1,00
699; Resultado del  sábado 21 de diciembre de 2013;20131221; 04; 09; 37; 38; 40; 43;44;2;14.069.205,00;0;0;0,00;0;0,00;3;94.434,05;148;4.147,44;9.658;102,67;201.180;8,00;1.413.556;1,00
700; Resultado del  jueves 19 de diciembre de 2013;20131219; 16; 23; 33; 38; 47; 49;46;6;14.672.226,00;0;0;0,00;1;1.868.581,48;5;56.057,44;189;3.213,17;12.132;80,86;241.381;8,00;1.465.072;1,00
701; Resultado del  sábado 14 de diciembre de 2013;20131214; 12; 16; 23; 27; 28; 41;31;7;14.030.022,00;0;0;0,00;0;0,00;5;51.994,34;246;2.289,72;13.447;67,67;247.581;8,00;1.403.518;1,00
702; Resultado del  jueves 12 de diciembre de 2013;20131212; 13; 24; 28; 30; 43; 44;23;1;15.021.847,00;0;0;0,00;0;0,00;4;71.486,99;210;2.950,26;12.424;80,56;249.254;8,00;1.505.035;1,00
703; Resultado del  sábado 7 de diciembre de 2013;20131207; 12; 15; 16; 19; 20; 39;30;0;13.496.120,00;0;0;0,00;0;0,00;5;51.692,62;195;2.871,81;11.489;78,74;220.692;8,00;1.347.049;1,00
704; Resultado del  jueves 5 de diciembre de 2013;20131205; 01; 02; 04; 05; 26; 36;24;1;15.555.037,00;0;0;0,00;2;926.402,93;10;27.792,09;288;2.090,84;26.501;36,71;295.969;8,00;1.560.575;1,00
705; Resultado del  sábado 30 de noviembre de 2013;20131130; 17; 20; 28; 34; 35; 45;26;9;14.065.989,00;0;0;0,00;1;1.833.938,82;1;275.090,82;161;3.702,05;10.607;90,77;218.106;8,00;1.404.789;1,00
706; Resultado del  jueves 28 de noviembre de 2013;20131128; 12; 15; 28; 37; 42; 49;47;8;None;26.300.000;0;0,00;2;916.777,07;3;91.677,71;268;2.223,53;14.009;68,71;257.341;8,00;1.476.630;1,00
707; Resultado del  sábado 23 de noviembre de 2013;20131123; 07; 12; 15; 23; 39; 46;49;7;13.637.067,00;0;0;0,00;1;1.577.587,26;4;59.159,52;332;1.544,32;16.250;50,97;274.089;8,00;1.362.311;1,00
708; Resultado del  jueves 21 de noviembre de 2013;20131121; 07; 09; 34; 43; 44; 47;27;5;14.411.350,00;0;0;0,00;1;1.823.499,00;7;39.074,98;201;2.948,44;12.075;79,28;240.795;8,00;1.439.938;1,00
709; Resultado del  sábado 16 de noviembre de 2013;20131116; 01; 10; 31; 32; 34; 45;41;1;13.674.043,00;0;0;0,00;0;0,00;2;136.214,14;148;3.988,25;9.579;99,54;201.606;8,00;1.367.984;1,00
710; Resultado del  jueves 14 de noviembre de 2013;20131114; 02; 09; 20; 39; 42; 48;03;6;14.441.174,00;0;0;0,00;1;1.942.163,32;4;72.831,13;206;3.064,09;10.355;98,47;205.390;8,00;1.448.703;1,00
711; Resultado del  sábado 9 de noviembre de 2013;20131109; 02; 11; 27; 32; 35; 40;04;6;13.866.784,00;0;0;0,00;1;1.780.581,12;7;38.155,31;257;2.251,71;12.058;77,53;223.575;8,00;1.387.976;1,00
712; Resultado del  jueves 7 de noviembre de 2013;20131107; 28; 30; 32; 33; 37; 42;39;5;None;19.000.000;0;0,00;1;2.036.315,74;5;61.089,47;147;4.502,06;9.275;115,26;195.445;8,00;1.476.956;1,00
713; Resultado del  sábado 2 de noviembre de 2013;20131102; 05; 07; 26; 32; 44; 45;35;1;12.863.119,00;0;0;0,00;0;0,00;5;45.418,79;263;1.870,86;14.348;55,40;250.438;8,00;1.286.497;1,00
714; Resultado del  jueves 31 de octubre de 2013;20131031; 07; 33; 35; 36; 39; 40;14;4;14.227.023,00;0;0;0,00;1;1.861.536,14;3;93.076,81;197;3.071,06;11.203;87,24;218.540;8,00;1.423.812;1,00
715; Resultado del  sábado 26 de octubre de 2013;20131026; 08; 09; 12; 20; 34; 41;25;8;13.173.859,00;0;0;0,00;0;0,00;3;84.338,01;170;3.224,69;10.921;81,09;213.917;8,00;1.317.733;1,00
716; Resultado del  jueves 24 de octubre de 2013;20131024; 10; 22; 34; 37; 38; 47;18;9;13.559.258,00;0;0;0,00;0;0,00;1;265.836,61;175;3.291,31;10.397;89,49;208.882;8,00;1.353.439;1,00
717; Resultado del  sábado 19 de octubre de 2013;20131019; 20; 22; 29; 32; 45; 48;37;8;13.140.331,00;0;0;0,00;0;0,00;8;33.003,76;147;3.891,60;9.305;99,31;189.081;8,00;1.312.458;1,00
718; Resultado del  jueves 17 de octubre de 2013;20131017; 02; 11; 14; 21; 30; 48;26;0;13.701.677,00;0;0;0,00;0;0,00;4;63.793,48;220;2.513,08;12.862;69,44;239.107;8,00;1.370.868;1,00
719; Resultado del  sábado 12 de octubre de 2013;20131012; 07; 13; 19; 30; 33; 41;10;5;12.408.320,00;0;0;0,00;0;0,00;8;26.732,52;400;1.158,41;15.084;49,62;252.426;8,00;1.236.410;1,00
720; Resultado del  jueves 10 de octubre de 2013;20131010; 05; 06; 40; 45; 46; 48;19;1;13.360.518,00;0;0;0,00;1;1.767.741,24;2;132.580,60;163;3.524,64;9.778;94,91;199.110;8,00;1.334.223;1,00
721; Resultado del  sábado 5 de octubre de 2013;20131005; 06; 07; 12; 23; 37; 49;40;4;13.858.538,00;0;1;19.226.385,46;3;522.391,21;5;47.015,21;291;1.750,28;16.571;49,65;289.801;8,00;1.387.564;1,00
722; Resultado del  jueves 3 de octubre de 2013;20131003; 08; 17; 20; 29; 35; 37;09;8;14.525.118,00;0;0;0,00;0;0,00;5;56.105,46;221;2.750,27;12.252;80,14;232.606;8,00;1.452.697;1,00
723; Resultado del  sábado 28 de septiembre de 2013;20130928; 04; 28; 29; 33; 42; 47;10;9;13.535.259,00;0;0;0,00;0;0,00;9;29.681,56;169;3.424,80;10.557;88,56;204.829;8,00;1.351.921;1,00
724; Resultado del  jueves 26 de septiembre de 2013;20130926; 20; 23; 28; 29; 36; 37;26;6;13.997.397,00;0;0;0,00;1;1.868.481,86;2;140.136,14;145;4.187,98;9.423;104,10;203.453;8,00;1.401.988;1,00
